checked_date,current_final_spread,category_weighted_spread,growth_only_spread,valuation_only_spread,profile_plus_momentum_spread,plus_momentum_minus_risk_spread,beta_spread,volatility_30d_spread,valuation_risk_spread,liquidity_risk_spread,max_drawdown_spread
2026-08-27,-0.0701,-0.0121,0.14,-0.1521,0.0015,-0.022,-0.1493,-0.1572,0.0733,-0.0756,0.0701
